nama_siswa,alamat_siswa,nilai_rapor,nilai_ujian_sekolah,nilai_ujian_nasional,aktivitas_ekstrakurikuler,prestasi_olimpiade,minat_jurusan,sekolah_asal,lokasi,sekolah_sma
Linda Harris,"6497 Pamela Fort Suite 720
East Danielleberg, AK 83149",10,85,69,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Ashley Cook,"4179 Christine Isle
North Williamchester, MO 31858",8,81,84,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
David Rojas,"6194 Anthony Corners
Carolynmouth, KS 97584",9,96,63,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Heather Mcdonald,"311 Smith Centers Suite 609
Simsburgh, AS 00564",8,88,99,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Jillian Valdez,"26882 David Garden
Edwardfurt, IL 84677",9,84,85,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Zachary Henry,"332 Lawson Junction
New Edward, ND 05862",9,88,65,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Michael Harper,"3991 Hill Underpass Apt. 163
South Javierside, MN 97414",9,87,94,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Heidi Payne,"2836 Courtney Lock Apt. 207
Lake Catherine, AR 77425",7,76,91,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jeffrey Stewart,"47692 Lopez Ranch
Joshuahaven, CA 13978",9,99,90,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Dorothy Nguyen,"037 Tamara Knoll
Yangborough, OK 10389",8,74,79,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
James Hall,"59586 Klein Village
Chapmanfort, NV 94247",7,80,65,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Stephanie Smith,"74530 Kimberly Villages Apt. 522
New Davidbury, CT 45631",8,81,87,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Kristie Alvarado,"966 Bentley Station
Lake Mark, NY 42003",9,93,100,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Shawn Phelps,"19088 Jill Bridge Suite 427
Zhangberg, KS 48564",9,71,79,olahraga,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Allen Miles,"46030 Karen Streets Apt. 696
West Alexander, MH 97636",10,86,82,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Monica Martin,"06177 Simmons Coves Apt. 418
South Leon, ME 81279",10,86,64,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Erica Gaines,"8773 Blake Rapid
Melissaton, HI 93845",8,78,93,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Kaitlin Martinez,"5820 Hanna Crossroad
North Barry, WA 36565",10,73,99,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Ann Henderson,"44516 Ramos Cliff Apt. 814
West John, AL 19727",9,70,87,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Jon Davis,"8839 Williams Park Apt. 335
Lindsaymouth, FL 18355",10,98,92,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Willie Rodriguez,"297 Clayton Square Suite 720
Port Christopher, CO 68456",9,79,88,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jamie Nielsen,"993 Sandoval Unions
West Aaron, NY 49590",8,89,67,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Jonathon Harmon,"0893 Pamela Mountain
New Kimberlymouth, UT 28178",8,99,61,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Karina Rogers,"504 Rebecca Cape
North Anthonyview, OH 17207",10,71,87,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Barbara Contreras,"52898 Margaret Expressway Apt. 302
New Melissa, WV 71509",9,96,94,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jane Carroll,"922 Garcia Cape Apt. 266
East Mariaburgh, MA 60328",7,83,74,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Julie Burch,"8832 Zachary Lodge Suite 974
Kochhaven, NJ 83992",8,100,64,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Megan Tucker,"4108 Roach Common
Port Jennifer, CO 38282",8,81,76,olahraga,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Kevin Mitchell,"35597 Kerr Extensions Suite 544
Destinychester, TX 80543",9,88,81,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
David Crawford,"Unit 9860 Box 6244
DPO AP 59215",10,74,67,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Gregory Summers,"Unit 3429 Box 1618
DPO AE 03308",8,76,63,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Donald Roberts,"43472 Charles Fall
Port Yesenia, NE 26710",8,88,84,sains,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Henry Keller,"763 Smith Summit Apt. 734
New Nicholeborough, VI 59460",9,87,73,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
William Park,"15507 Emily Mission Apt. 144
Lake Peter, CT 02486",9,97,100,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Ronald Miller,"823 Michelle Vista Suite 144
Samuelstad, TN 05753",9,85,83,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Daniel Turner,"74848 Lopez Stravenue Suite 264
South Carrieport, OH 35517",9,94,89,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Patrick Santiago,"618 Roth Ramp Suite 357
Grantport, CO 20972",9,73,98,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Brenda Hahn PhD,"73046 Kayla Fords Apt. 061
Henrytown, NV 62023",7,98,86,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Christopher Bowers,"424 Joshua Bridge Apt. 462
North Julia, AK 87149",9,97,96,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Samantha Taylor,"USNS Phelps
FPO AP 53854",8,80,91,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Nicholas Sullivan,"9163 Weber Shoal
Rachelville, AS 12970",7,80,83,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Jeffrey Browning,"5282 Holland Run
Port Robyn, CA 62852",8,81,74,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Ashley Brown,"PSC 1157, Box 4112
APO AP 11399",7,87,95,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Elizabeth Villa,"034 Hayes Flat Suite 484
North Kylie, MO 51599",9,87,73,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Dennis Richmond,"17981 Paula Orchard Apt. 757
New Heatherfurt, NC 30124",10,74,62,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Maria Boyer,"Unit 5300 Box 7323
DPO AP 74455",7,74,97,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Susan Cain,"997 Williams Rue Suite 556
Sanchezport, MD 62335",7,81,72,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
David Johnson,"38416 Santana Dale
Port Jennifermouth, CT 75375",8,73,88,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
William Robinson,"13495 Stone Stream
Castilloborough, IN 28994",7,74,81,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Amy Mclean,"2063 Holmes Hills
North Josephview, LA 58306",10,91,64,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Kimberly Edwards,"1474 Reed Turnpike
Mirandaborough, WV 67419",8,98,88,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
David Francis,"744 Peters Coves Apt. 990
Lake Rubenborough, AR 34711",9,84,92,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Adam Watson,"5948 Thomas Rest Suite 146
New Courtneystad, NE 84114",7,79,98,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Alexandria Neal,"619 Brown Gateway Suite 584
East Timothyshire, AS 24872",8,82,87,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Taylor Zimmerman,"04119 Murphy Valley
North Jeffrey, CT 29277",7,98,73,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
James Malone,"546 Wallace Isle
Burnettmouth, TN 87675",7,81,68,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Tina Burgess,"PSC 7209, Box 3630
APO AE 97439",9,71,68,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Allison Roth,"308 Natalie Prairie Suite 616
Scottburgh, GU 87429",7,76,93,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jeffrey Larson,"651 Timothy Plaza Apt. 623
Pattonville, MT 61329",7,93,62,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Jeffrey Hartman,"1230 Anne Vista Suite 482
Wilcoxberg, NV 52986",8,95,100,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Dennis Ramirez,"31686 Goodwin Brooks
Stephenshire, KY 35202",10,94,62,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Robert King,"492 Taylor Harbors
Cynthiaside, FL 28999",8,91,89,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Andrew Hancock,"416 Douglas Lake
Calvinstad, NE 78211",7,79,74,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Barbara Hartman,"44842 Debbie Inlet Apt. 443
Olsonview, WY 45482",9,74,73,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Erin Shaffer,"719 Allen Crossroad Suite 570
North Robert, NH 55846",8,80,92,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Kim Hendrix,"2465 Graham Roads
West Ernestton, AS 61492",9,98,66,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Tonya Benson,"87297 Simpson Route Apt. 454
East Amber, AZ 35705",10,88,98,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Anthony Williamson,"USNV Lee
FPO AP 10164",7,85,96,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Denise Anderson,"67341 Smith Ridges
East Jonathanhaven, MI 77907",8,81,68,seni,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Kim Hutchinson,"60987 Alice Groves
Andreaton, GA 40037",10,72,90,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Frances Johnson,"67081 Ashley Route
Allisonville, NE 03484",8,76,68,olahraga,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Raven Torres,"PSC 5355, Box 4581
APO AA 02569",7,83,81,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Anna Schwartz,"36701 Kimberly Locks Suite 968
Lisaberg, MP 94353",9,96,90,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Mariah Hood,"2855 Barber Manor Apt. 782
Josephside, OR 91607",8,72,67,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
David Morales MD,"PSC 7751, Box 7409
APO AP 51033",7,71,78,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Alexander Wheeler,"141 Peter Unions
Lake Jessicaport, NV 46519",9,80,74,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
William Bishop,"7410 Gregory Shores Suite 596
Calvinside, OK 63786",9,91,71,sains,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Adrienne Arellano,"41674 Mccall Burg Apt. 042
Fernandezborough, OK 01450",7,83,70,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Amanda Sanders,"14500 Cynthia Drives Suite 211
Gravesland, SD 33989",8,79,83,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Glenn Nielsen,"298 Louis Islands
Russellside, VT 53887",10,89,95,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Gregory Sullivan,"900 Julia Neck
North Kendramouth, WV 47097",9,88,95,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Jill Collins,"4918 Franco Estates
North Amy, TN 92495",9,75,96,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
David Garcia,"75505 Clark Crest
Kendraside, MT 80661",9,92,99,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Michael Holt,"5076 Lisa Plaza Suite 252
New Frederick, IL 64087",9,89,88,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Theresa Petty,"445 Cory Light Apt. 983
Chrisbury, ME 66798",9,73,88,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Monica Wilson,"35128 Barrera Courts
East John, LA 98306",10,99,89,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Charlene Russell,"7754 Ruth Haven
Carrollberg, NH 52640",8,76,87,olahraga,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Steven Gardner,"287 Jackson Crescent Apt. 295
Reedhaven, MI 79576",8,86,97,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Joseph Peterson,"524 Sandra Stravenue Suite 900
Tylerfort, IA 68959",9,70,68,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Jennifer Atkins,"971 Bryant Tunnel Apt. 045
North Calebmouth, RI 94003",7,72,92,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Patrick Castro,"USNV Smith
FPO AE 17912",8,78,61,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Darren Schultz,"04905 Kimberly Trace
North Chadburgh, GU 21181",8,74,71,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Tiffany Lewis,"624 Michael Oval
Parksport, AL 51104",9,85,82,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
David Calhoun,"264 Hudson Fork Apt. 629
Kimberlyburgh, NV 16377",8,72,66,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Crystal Orr,"44614 Higgins Roads Suite 447
Cooperstad, UT 63135",10,83,89,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Steven Bryant,"7054 Joseph Avenue
Lake Cheryl, IN 37471",9,85,96,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Nathan Kim,"PSC 6279, Box 6814
APO AP 66060",10,100,96,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Paul Smith,"239 Moore Pass
Colemanfort, OK 47594",8,97,76,seni,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Amber Flores,"915 Brittany Union Suite 487
Lake Kellyfurt, AS 27182",8,100,80,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Andre Price,"7255 Mary Ville
Jenniferfurt, RI 70564",7,82,69,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Gabriel Simmons,"454 Carrie Pike
East Stacy, SC 15888",10,84,61,seni,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Mark James,"PSC 4336, Box 4004
APO AA 69059",9,99,83,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Matthew Lozano,"0299 Swanson Centers
Port Katherine, OR 06468",10,74,63,seni,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Ricardo Salas,"38068 Dawn Place Suite 809
West Leslieside, TN 97205",8,90,73,olahraga,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Melissa Dean,"4534 Rasmussen Pass Suite 472
Ayersfurt, NV 41947",9,89,69,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Diane Moore,"1603 Howard Row Suite 734
Port Michael, MH 48678",8,88,90,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Cameron Shelton,"USNV Watkins
FPO AA 86313",9,90,70,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Shelly Parrish,"75195 Charles Port Suite 402
East Craigfort, ND 95526",9,85,87,sains,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Jacqueline Davis,"39081 Morris Locks Suite 778
Meganland, LA 14409",8,99,69,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Amber Bailey,"30434 Anna Groves
Michaelshire, NH 80070",8,71,100,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Robin Peck,"633 David Skyway Suite 151
Monroeshire, NV 14567",9,97,85,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Julian Lucas,"3443 Jackson Bypass
Lake Debra, ND 15429",10,89,79,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Heather Mcpherson,"118 Allen Vista Apt. 759
Lake Heidi, AS 37884",10,70,66,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Benjamin Holmes,"531 Gross Radial Apt. 010
Perezland, TX 68323",8,87,70,seni,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Pamela Richard,"8632 Joel Corners Apt. 319
Martinezburgh, TX 47626",8,85,87,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Nancy Perkins,"714 Skinner Vista Suite 571
North Joanside, ID 25121",8,76,99,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
James Barker,"564 Dyer Glens Apt. 891
South Alexis, GA 78543",9,100,68,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
William Reed,"66511 Diane Station Suite 469
North Katherineport, MA 81900",9,75,98,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Sarah Cook,"3365 Norman Run Apt. 773
South Sarahberg, CA 64268",8,90,89,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Max Roach,"USNV Bray
FPO AP 33988",8,97,67,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Keith Gentry,"71569 Gomez Turnpike
New Aliciaville, SC 78521",9,73,93,olahraga,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Jeffrey Johnson,"9462 Jason Trafficway Suite 195
Johnstad, KY 06909",7,88,85,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Jacqueline Johnson,"7088 Thomas Walks
Lake Shane, FL 55757",8,88,64,seni,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Ruth Gonzalez,"Unit 0285 Box 7182
DPO AP 97689",8,89,91,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Omar Lawson,"549 Brown Station
Michaelport, IN 54395",8,98,84,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Janet Perez,"857 Thompson Loop Apt. 790
North Edgarburgh, DE 35467",9,80,100,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
William Booker,"8990 Diane Cove Apt. 049
Robynburgh, WI 19970",8,78,68,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Vickie Mills,"PSC 8565, Box 5732
APO AP 46230",10,79,84,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Micheal Zamora,"73035 Penny Bypass Apt. 871
North George, GA 21025",8,80,79,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Sharon Pratt,"3546 Brewer Fork Apt. 390
Masonfurt, MD 19366",8,78,91,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Shirley Banks,"407 Sandra Mission Apt. 178
Blakestad, HI 72109",8,73,89,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Melissa Hart,"07989 Elizabeth Bypass
Kevinstad, FL 86543",8,75,68,seni,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Francisco Gibson,"6952 Wolf Junctions
Nguyenborough, MA 48982",8,98,93,seni,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Nathan Mason,"14148 Anderson Springs
West Felicialand, VI 52433",9,93,65,sains,matematika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Gary Johnson,"460 Wells Course
Veronicaport, KY 53867",8,90,99,seni,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Karen Ballard MD,"5146 Amanda Turnpike Suite 578
Grossmouth, MH 01561",8,89,96,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Jordan Wright,"Unit 5751 Box 4142
DPO AP 79606",8,72,89,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Amy Kim,"727 Tom Circles
North Taylor, MD 13759",8,90,86,sains,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Brian Grant,"048 Rollins Shoal Apt. 031
Chelseaburgh, PR 69495",9,72,71,sains,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Tiffany Baker,"912 Brewer Orchard Suite 882
Jennifermouth, IL 74766",9,73,72,olahraga,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Lynn Howard,"01376 Fuller Cape
East Aaronfurt, MO 42836",10,85,88,sains,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Shane Daniel,"32090 Melissa Circle
Estesside, NM 98386",10,99,69,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 2 Kota Kediri
Ashley Jones,"0497 Peter Estate Apt. 094
Port Andrewberg, WA 55326",9,88,95,sains,biologi,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Katelyn Brown,"956 Tiffany Ways Apt. 205
Lake Johnberg, TN 80932",8,77,70,sains,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Katie Smith DDS,"USCGC Dean
FPO AA 46041",10,89,74,sains,matematika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Robin Bradley,"7530 Deborah Plaza Suite 754
Kennethchester, PW 75268",8,79,86,sains,biologi,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Erik Leonard,"346 Arnold Dam Suite 772
West Cassie, CA 70152",10,91,60,olahraga,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
Becky Boone,"2051 Jackson Cliffs Apt. 237
Kellyfort, AZ 46676",8,75,93,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
